,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
12,2019-05-23T00:00:00.000Z,7.61,7.85,7.54,7.71,269519,7.1598309859,7.3856338028,7.093971831,7.253915493,269519,0.0,1.0
13,2019-05-24T00:00:00.000Z,7.65,7.74,7.46,7.62,351301,7.1974647887,7.2821408451,7.0187042254,7.1692394366,351301,0.0,1.0
14,2019-05-28T00:00:00.000Z,7.54,7.75,7.52,7.67,343080,7.093971831,7.2915492958,7.0751549296,7.2162816901,343080,0.0,1.0
15,2019-05-29T00:00:00.000Z,7.31,7.54,7.25,7.46,397673,6.8775774648,7.093971831,6.8211267606,7.0187042254,397673,0.0,1.0
16,2019-05-30T00:00:00.000Z,7.11,7.34,7.08,7.27,361139,6.6894084507,6.9058028169,6.6611830986,6.839943662,361139,0.0,1.0
17,2019-05-31T00:00:00.000Z,7.03,7.17,6.965,7.02,518415,6.6141408451,6.7458591549,6.5529859155,6.6047323944,518415,0.0,1.0
18,2019-06-03T00:00:00.000Z,7.04,7.21,6.96,6.97,427960,6.6235492958,6.7834929577,6.5482816901,6.5576901408,427960,0.0,1.0
19,2019-06-04T00:00:00.000Z,7.6,7.79,7.12,7.12,817717,7.1504225352,7.3291830986,6.6988169014,6.6988169014,817717,0.0,1.0
20,2019-06-05T00:00:00.000Z,7.32,7.8,7.25,7.65,597427,6.8869859155,7.3385915493,6.8211267606,7.1974647887,597427,0.0,1.0
21,2019-06-06T00:00:00.000Z,7.28,7.46,7.16,7.31,357624,6.8493521127,7.0187042254,6.7364507042,6.8775774648,357624,0.0,1.0
22,2019-06-07T00:00:00.000Z,7.2,7.33,7.09,7.3,261733,6.774084507,6.8963943662,6.6705915493,6.8681690141,261733,0.0,1.0
23,2019-06-10T00:00:00.000Z,7.09,7.34,7.06,7.2,328695,6.6705915493,6.9058028169,6.6423661972,6.774084507,328695,0.0,1.0
24,2019-06-11T00:00:00.000Z,7.13,7.2,6.98,7.12,347033,6.7082253521,6.774084507,6.5670985915,6.6988169014,347033,0.0,1.0
25,2019-06-12T00:00:00.000Z,7.25,7.28,7.11,7.13,206780,6.8211267606,6.8493521127,6.6894084507,6.7082253521,206780,0.0,1.0
26,2019-06-13T00:00:00.000Z,7.37,7.38,7.22,7.31,246201,6.934028169,6.9434366197,6.7929014085,6.8775774648,246201,0.0,1.0
27,2019-06-14T00:00:00.000Z,7.44,7.51,7.28,7.36,224656,6.9998873239,7.0657464789,6.8493521127,6.9246197183,224656,0.0,1.0
28,2019-06-17T00:00:00.000Z,7.38,7.49,7.3108,7.45,185738,6.9434366197,7.0469295775,6.8783301408,7.0092957746,185738,0.0,1.0
29,2019-06-18T00:00:00.000Z,7.8,7.84,7.36,7.41,533479,7.3385915493,7.3762253521,6.9246197183,6.9716619718,533479,0.0,1.0
30,2019-06-19T00:00:00.000Z,7.7,7.805,7.55,7.78,224221,7.2445070423,7.3432957746,7.1033802817,7.3197746479,224221,0.0,1.0
31,2019-06-20T00:00:00.000Z,7.65,7.85,7.64,7.77,199568,7.1974647887,7.3856338028,7.188056338,7.3103661972,199568,0.0,1.0
32,2019-06-21T00:00:00.000Z,7.68,7.73,7.46,7.66,262897,7.2256901408,7.2727323944,7.0187042254,7.2068732394,262897,0.0,1.0
33,2019-06-24T00:00:00.000Z,7.24,7.65,7.21,7.65,216229,6.8117183099,7.1974647887,6.7834929577,7.1974647887,216229,0.0,1.0
34,2019-06-25T00:00:00.000Z,7.18,7.2839,7.07,7.24,241117,6.7552676056,6.8530214085,6.6517746479,6.8117183099,241117,0.0,1.0
35,2019-06-26T00:00:00.000Z,7.11,7.28,7.02,7.23,169569,6.6894084507,6.8493521127,6.6047323944,6.8023098592,169569,0.0,1.0
36,2019-06-27T00:00:00.000Z,7.23,7.23,6.975,7.12,221331,6.8023098592,6.8023098592,6.5623943662,6.6988169014,221331,0.0,1.0
37,2019-06-28T00:00:00.000Z,7.32,7.35,7.1401,7.27,280506,6.8869859155,6.9152112676,6.7177278873,6.839943662,280506,0.0,1.0
38,2019-07-01T00:00:00.000Z,7.65,7.67,7.37,7.37,355508,7.1974647887,7.2162816901,6.934028169,6.934028169,355508,0.0,1.0
39,2019-07-02T00:00:00.000Z,7.35,7.68,7.27,7.61,180344,6.9152112676,7.2256901408,6.839943662,7.1598309859,180344,0.0,1.0
40,2019-07-03T00:00:00.000Z,7.22,7.39,7.18,7.37,133876,6.7929014085,6.9528450704,6.7552676056,6.934028169,133876,0.0,1.0
41,2019-07-05T00:00:00.000Z,7.73,7.76,7.12,7.19,303321,7.2727323944,7.3009577465,6.6988169014,6.7646760563,303321,0.0,1.0
42,2019-07-08T00:00:00.000Z,7.52,7.7,7.46,7.67,268596,7.0751549296,7.2445070423,7.0187042254,7.2162816901,268596,0.0,1.0
43,2019-07-09T00:00:00.000Z,7.66,7.67,7.46,7.46,150359,7.2068732394,7.2162816901,7.0187042254,7.0187042254,150359,0.0,1.0
44,2019-07-10T00:00:00.000Z,7.44,7.6901,7.3627,7.65,216753,6.9998873239,7.2351926761,6.92716,7.1974647887,216753,0.0,1.0
45,2019-07-11T00:00:00.000Z,7.01,7.38,6.98,7.34,374460,6.5953239437,6.9434366197,6.5670985915,6.9058028169,374460,0.0,1.0
46,2019-07-12T00:00:00.000Z,6.97,7.23,6.8441,6.98,290097,6.5576901408,6.8023098592,6.4392377465,6.5670985915,290097,0.0,1.0
47,2019-07-15T00:00:00.000Z,6.85,6.98,6.72,6.98,332856,6.4447887324,6.5670985915,6.3224788732,6.5670985915,332856,0.0,1.0
48,2019-07-16T00:00:00.000Z,7.04,7.06,6.81,6.81,355003,6.6235492958,6.6423661972,6.4071549296,6.4071549296,355003,0.0,1.0
49,2019-07-17T00:00:00.000Z,6.57,7.01,6.55,7.01,284889,6.1813521127,6.5953239437,6.1625352113,6.5953239437,284889,0.0,1.0
50,2019-07-18T00:00:00.000Z,6.6,6.63,6.41,6.55,241850,6.2095774648,6.2378028169,6.0308169014,6.1625352113,241850,0.0,1.0
51,2019-07-19T00:00:00.000Z,6.55,6.66,6.46,6.6,117734,6.1625352113,6.266028169,6.0778591549,6.2095774648,117734,0.0,1.0
52,2019-07-22T00:00:00.000Z,6.32,6.53,6.28,6.53,223406,5.9461408451,6.1437183099,5.9085070423,6.1437183099,223406,0.0,1.0
53,2019-07-23T00:00:00.000Z,6.34,6.4,6.23,6.33,215127,5.9649577465,6.0214084507,5.8614647887,5.9555492958,215127,0.0,1.0
54,2019-07-24T00:00:00.000Z,6.18,6.385,6.12,6.34,467472,5.8144225352,6.0072957746,5.757971831,5.9649577465,467472,0.0,1.0
55,2019-07-25T00:00:00.000Z,6.04,6.24,6.02,6.17,427384,5.6827042254,5.8708732394,5.6638873239,5.8050140845,427384,0.0,1.0
56,2019-07-26T00:00:00.000Z,6.27,6.3,5.9786,6.07,829641,5.8990985915,5.9273239437,5.624936338,5.7109295775,829641,0.0,1.0
57,2019-07-29T00:00:00.000Z,6.43,6.45,6.21,6.24,320356,6.0496338028,6.0684507042,5.8426478873,5.8708732394,320356,0.0,1.0
58,2019-07-30T00:00:00.000Z,6.54,6.58,6.33,6.37,430462,6.1531267606,6.1907605634,5.9555492958,5.9931830986,430462,0.0,1.0
59,2019-07-31T00:00:00.000Z,6.11,7.0,5.76,7.0,1028539,5.7485633803,6.585915493,5.4192676056,6.585915493,1028539,0.0,1.0
60,2019-08-01T00:00:00.000Z,5.38,6.15,5.32,6.12,676775,5.0617464789,5.7861971831,5.0052957746,5.757971831,676775,0.0,1.0
61,2019-08-02T00:00:00.000Z,5.41,5.63,5.33,5.4,354115,5.089971831,5.2969577465,5.0147042254,5.0805633803,354115,0.0,1.0
62,2019-08-05T00:00:00.000Z,5.17,5.26,5.065,5.25,291995,4.8641690141,4.9488450704,4.7653802817,4.9394366197,291995,0.0,1.0
63,2019-08-06T00:00:00.000Z,5.06,5.31,5.0,5.25,412694,4.7606760563,4.9958873239,4.7042253521,4.9394366197,412694,0.0,1.0
64,2019-08-07T00:00:00.000Z,4.97,5.14,4.945,5.11,446050,4.676,4.835943662,4.6524788732,4.8077183099,446050,0.0,1.0
65,2019-08-08T00:00:00.000Z,4.97,5.09,4.94,5.05,450175,4.676,4.7889014085,4.6477746479,4.7512676056,450175,0.0,1.0
66,2019-08-09T00:00:00.000Z,4.76,4.98,4.76,4.98,372679,4.4784225352,4.6854084507,4.4784225352,4.6854084507,372679,0.0,1.0
67,2019-08-12T00:00:00.000Z,4.75,4.83,4.67,4.77,153398,4.4690140845,4.5442816901,4.3937464789,4.4878309859,153398,0.0,1.0
68,2019-08-13T00:00:00.000Z,4.79,4.9785,4.65,4.65,237344,4.5066478873,4.6839971831,4.3749295775,4.3749295775,237344,0.0,1.0
69,2019-08-14T00:00:00.000Z,4.53,4.68,4.51,4.68,311249,4.262028169,4.4031549296,4.2432112676,4.4031549296,311249,0.0,1.0
70,2019-08-15T00:00:00.000Z,4.39,4.56,4.36,4.56,294421,4.1303098592,4.2902535211,4.102084507,4.2902535211,294421,0.0,1.0
71,2019-08-16T00:00:00.000Z,4.54,4.62,4.41,4.46,258307,4.2714366197,4.3467042254,4.1491267606,4.1961690141,258307,0.0,1.0
72,2019-08-19T00:00:00.000Z,4.61,4.74,4.54,4.63,346925,4.3372957746,4.4596056338,4.2714366197,4.3561126761,346925,0.0,1.0
73,2019-08-20T00:00:00.000Z,4.53,4.61,4.35,4.61,311507,4.262028169,4.3372957746,4.0926760563,4.3372957746,311507,0.0,1.0
74,2019-08-21T00:00:00.000Z,4.52,4.63,4.5,4.59,146433,4.2526197183,4.3561126761,4.2338028169,4.3184788732,146433,0.0,1.0
75,2019-08-22T00:00:00.000Z,4.71,4.73,4.55,4.55,271219,4.4313802817,4.4501971831,4.2808450704,4.2808450704,271219,0.0,1.0
76,2019-08-23T00:00:00.000Z,4.64,4.83,4.61,4.67,444854,4.3655211268,4.5442816901,4.3372957746,4.3937464789,444854,0.0,1.0
77,2019-08-26T00:00:00.000Z,4.82,4.84,4.63,4.67,300995,4.5348732394,4.5536901408,4.3561126761,4.3937464789,300995,0.0,1.0
78,2019-08-27T00:00:00.000Z,4.61,4.855,4.59,4.85,324530,4.3372957746,4.5678028169,4.3184788732,4.5630985915,324530,0.0,1.0
79,2019-08-28T00:00:00.000Z,4.63,4.77,4.59,4.59,165911,4.3561126761,4.4878309859,4.3184788732,4.3184788732,165911,0.0,1.0
80,2019-08-29T00:00:00.000Z,4.63,4.73,4.55,4.7,275173,4.3561126761,4.4501971831,4.2808450704,4.421971831,275173,0.0,1.0
81,2019-08-30T00:00:00.000Z,4.48,4.66,4.39,4.66,209197,4.2149859155,4.3843380282,4.1303098592,4.3843380282,209197,0.0,1.0
82,2019-09-03T00:00:00.000Z,4.27,4.47,4.15,4.44,337577,4.0174084507,4.2055774648,3.9045070423,4.1773521127,337577,0.0,1.0
83,2019-09-04T00:00:00.000Z,4.32,4.4,4.28,4.34,171402,4.0644507042,4.1397183099,4.0268169014,4.0832676056,171402,0.0,1.0
84,2019-09-05T00:00:00.000Z,4.6,4.64,4.3086,4.35,231441,4.3278873239,4.3655211268,4.0537250704,4.0926760563,231441,0.0,1.0
85,2019-09-06T00:00:00.000Z,4.59,4.6735,4.54,4.61,214962,4.3184788732,4.3970394366,4.2714366197,4.3372957746,214962,0.0,1.0
86,2019-09-09T00:00:00.000Z,4.8,4.82,4.6,4.6,213837,4.516056338,4.5348732394,4.3278873239,4.3278873239,213837,0.0,1.0
87,2019-09-10T00:00:00.000Z,5.05,5.085,4.8,4.8,458985,4.7512676056,4.7841971831,4.516056338,4.516056338,458985,0.0,1.0
88,2019-09-11T00:00:00.000Z,5.12,5.13,4.915,5.05,326031,4.8171267606,4.8265352113,4.6242535211,4.7512676056,326031,0.0,1.0
89,2019-09-12T00:00:00.000Z,4.94,5.19,4.92,5.11,310294,4.6477746479,4.8829859155,4.6289577465,4.8077183099,310294,0.0,1.0
90,2019-09-13T00:00:00.000Z,4.89,5.095,4.85,4.96,208294,4.6007323944,4.7936056338,4.5630985915,4.6665915493,208294,0.0,1.0
91,2019-09-16T00:00:00.000Z,4.78,4.93,4.76,4.87,236602,4.4972394366,4.6383661972,4.4784225352,4.581915493,236602,0.0,1.0
92,2019-09-17T00:00:00.000Z,4.63,4.78,4.5673,4.78,181716,4.3561126761,4.4972394366,4.2971216901,4.4972394366,181716,0.0,1.0
93,2019-09-18T00:00:00.000Z,4.43,4.64,4.41,4.64,202981,4.167943662,4.3655211268,4.1491267606,4.3655211268,202981,0.0,1.0
94,2019-09-19T00:00:00.000Z,4.51,4.67,4.37,4.45,185721,4.2432112676,4.3937464789,4.1114929577,4.1867605634,185721,0.0,1.0
95,2019-09-20T00:00:00.000Z,4.32,4.627,4.3,4.5,185928,4.0644507042,4.3532901408,4.0456338028,4.2338028169,185928,0.0,1.0
96,2019-09-23T00:00:00.000Z,4.31,4.365,4.17,4.32,194971,4.0550422535,4.1067887324,3.9233239437,4.0644507042,194971,0.0,1.0
97,2019-09-24T00:00:00.000Z,4.29,4.38,4.2,4.38,166384,4.0362253521,4.1209014085,3.9515492958,4.1209014085,166384,0.0,1.0
98,2019-09-25T00:00:00.000Z,4.27,4.38,4.25,4.3,115842,4.0174084507,4.1209014085,3.9985915493,4.0456338028,115842,0.0,1.0
99,2019-09-26T00:00:00.000Z,4.25,4.27,4.07,4.23,279468,3.9985915493,4.0174084507,3.8292394366,3.9797746479,279468,0.0,1.0
100,2019-09-27T00:00:00.000Z,4.36,4.47,4.24,4.3,185173,4.102084507,4.2055774648,3.9891830986,4.0456338028,185173,0.0,1.0
101,2019-09-30T00:00:00.000Z,4.42,4.5,4.36,4.36,190037,4.1585352113,4.2338028169,4.102084507,4.102084507,190037,0.0,1.0
102,2019-10-01T00:00:00.000Z,4.44,4.63,4.3902,4.45,239433,4.1773521127,4.3561126761,4.1304980282,4.1867605634,239433,0.0,1.0
103,2019-10-02T00:00:00.000Z,4.46,4.47,4.305,4.35,239926,4.1961690141,4.2055774648,4.0503380282,4.0926760563,239926,0.0,1.0
104,2019-10-03T00:00:00.000Z,4.53,4.56,4.37,4.39,133720,4.262028169,4.2902535211,4.1114929577,4.1303098592,133720,0.0,1.0
105,2019-10-04T00:00:00.000Z,4.42,4.55,4.39,4.46,141593,4.1585352113,4.2808450704,4.1303098592,4.1961690141,141593,0.0,1.0
106,2019-10-07T00:00:00.000Z,4.4,4.48,4.38,4.4,174586,4.1397183099,4.2149859155,4.1209014085,4.1397183099,174586,0.0,1.0
107,2019-10-08T00:00:00.000Z,4.21,4.37,4.2023,4.31,192420,3.9609577465,4.1114929577,3.9537132394,4.0550422535,192420,0.0,1.0
108,2019-10-09T00:00:00.000Z,4.34,4.38,4.21,4.25,285345,4.0832676056,4.1209014085,3.9609577465,3.9985915493,285345,0.0,1.0
109,2019-10-10T00:00:00.000Z,4.25,4.43,4.24,4.3,281580,3.9985915493,4.167943662,3.9891830986,4.0456338028,281580,0.0,1.0
110,2019-10-11T00:00:00.000Z,4.49,4.57,4.35,4.36,170341,4.2243943662,4.2996619718,4.0926760563,4.102084507,170341,0.0,1.0
111,2019-10-14T00:00:00.000Z,4.48,4.55,4.385,4.41,121411,4.2149859155,4.2808450704,4.1256056338,4.1491267606,121411,0.0,1.0
112,2019-10-15T00:00:00.000Z,4.56,4.62,4.41,4.48,179093,4.2902535211,4.3467042254,4.1491267606,4.2149859155,179093,0.0,1.0
113,2019-10-16T00:00:00.000Z,4.55,4.63,4.5,4.56,202332,4.2808450704,4.3561126761,4.2338028169,4.2902535211,202332,0.0,1.0
114,2019-10-17T00:00:00.000Z,4.68,4.75,4.59,4.74,238620,4.4031549296,4.4690140845,4.3184788732,4.4596056338,238620,0.0,1.0
115,2019-10-18T00:00:00.000Z,4.7,4.73,4.63,4.63,170947,4.421971831,4.4501971831,4.3561126761,4.3561126761,170947,0.0,1.0
116,2019-10-21T00:00:00.000Z,4.86,4.89,4.65,4.71,236963,4.5725070423,4.6007323944,4.3749295775,4.4313802817,236963,0.0,1.0
117,2019-10-22T00:00:00.000Z,4.82,4.87,4.64,4.85,222335,4.5348732394,4.581915493,4.3655211268,4.5630985915,222335,0.0,1.0
118,2019-10-23T00:00:00.000Z,4.99,5.02,4.8,4.82,220952,4.6948169014,4.7230422535,4.516056338,4.5348732394,220952,0.0,1.0
119,2019-10-24T00:00:00.000Z,4.91,5.0,4.84,5.0,221439,4.6195492958,4.7042253521,4.5536901408,4.7042253521,221439,0.0,1.0
120,2019-10-25T00:00:00.000Z,4.95,5.03,4.82,4.87,181599,4.6571830986,4.7324507042,4.5348732394,4.581915493,181599,0.0,1.0
121,2019-10-28T00:00:00.000Z,4.92,5.15,4.89,4.97,197990,4.6289577465,4.8453521127,4.6007323944,4.676,197990,0.0,1.0
122,2019-10-29T00:00:00.000Z,5.05,5.14,4.8,4.9,559620,4.7512676056,4.835943662,4.516056338,4.6101408451,559620,0.0,1.0
123,2019-10-30T00:00:00.000Z,3.97,4.87,3.94,4.75,1670099,3.7351549296,4.581915493,3.7069295775,4.4690140845,1670099,0.0,1.0
124,2019-10-31T00:00:00.000Z,4.22,4.32,3.89,3.95,554454,3.9703661972,4.0644507042,3.6598873239,3.7163380282,554454,0.0,1.0
125,2019-11-01T00:00:00.000Z,4.26,4.39,4.18,4.23,219702,4.008,4.1303098592,3.9327323944,3.9797746479,219702,0.0,1.0
126,2019-11-04T00:00:00.000Z,4.1,4.3999,4.08,4.32,390737,3.8574647887,4.1396242254,3.8386478873,4.0644507042,390737,0.0,1.0
127,2019-11-05T00:00:00.000Z,4.05,4.39,4.03,4.13,323112,3.8104225352,4.1303098592,3.7916056338,3.8856901408,323112,0.0,1.0
128,2019-11-06T00:00:00.000Z,4.02,4.06,3.85,4.03,465670,3.7821971831,3.8198309859,3.6222535211,3.7916056338,465670,0.0,1.0
129,2019-11-07T00:00:00.000Z,3.96,4.139,3.95,4.05,309269,3.7257464789,3.8941577465,3.7163380282,3.8104225352,309269,0.0,1.0
130,2019-11-08T00:00:00.000Z,3.94,3.96,3.83,3.96,373467,3.7069295775,3.7257464789,3.6034366197,3.7257464789,373467,0.0,1.0
131,2019-11-11T00:00:00.000Z,3.85,3.985,3.68,3.94,419371,3.6222535211,3.7492676056,3.4623098592,3.7069295775,419371,0.0,1.0
132,2019-11-12T00:00:00.000Z,3.66,3.85,3.65,3.83,282638,3.4434929577,3.6222535211,3.434084507,3.6034366197,282638,0.0,1.0
133,2019-11-13T00:00:00.000Z,3.78,3.8,3.5838,3.72,424998,3.5563943662,3.5752112676,3.3718005634,3.499943662,424998,0.0,1.0
134,2019-11-14T00:00:00.000Z,3.81,3.85,3.745,3.79,319432,3.5846197183,3.6222535211,3.5234647887,3.5658028169,319432,0.0,1.0
135,2019-11-15T00:00:00.000Z,3.78,3.84,3.68,3.84,282698,3.5563943662,3.6128450704,3.4623098592,3.6128450704,282698,0.0,1.0
136,2019-11-18T00:00:00.000Z,3.81,3.84,3.72,3.77,142300,3.5846197183,3.6128450704,3.499943662,3.5469859155,142300,0.0,1.0
137,2019-11-19T00:00:00.000Z,3.74,3.81,3.57,3.81,435563,3.5187605634,3.5846197183,3.3588169014,3.5846197183,435563,0.0,1.0
138,2019-11-20T00:00:00.000Z,3.73,3.76,3.62,3.74,269349,3.5093521127,3.5375774648,3.4058591549,3.5187605634,269349,0.0,1.0
139,2019-11-21T00:00:00.000Z,3.78,3.82,3.68,3.73,250385,3.5563943662,3.594028169,3.4623098592,3.5093521127,250385,0.0,1.0
140,2019-11-22T00:00:00.000Z,3.78,3.83,3.71,3.71,249377,3.5563943662,3.6034366197,3.4905352113,3.4905352113,249377,0.0,1.0
141,2019-11-25T00:00:00.000Z,4.04,4.04,3.8,3.8,288007,3.8010140845,3.8010140845,3.5752112676,3.5752112676,288007,0.0,1.0
142,2019-11-26T00:00:00.000Z,3.96,4.09,3.94,4.05,444567,3.7257464789,3.848056338,3.7069295775,3.8104225352,444567,0.0,1.0
143,2019-11-27T00:00:00.000Z,4.08,4.115,3.97,3.99,220823,3.8386478873,3.8715774648,3.7351549296,3.753971831,220823,0.0,1.0
144,2019-11-29T00:00:00.000Z,4.16,4.21,4.06,4.08,114704,3.913915493,3.9609577465,3.8198309859,3.8386478873,114704,0.0,1.0
145,2019-12-02T00:00:00.000Z,3.98,4.19,3.965,4.19,178135,3.7445633803,3.9421408451,3.7304507042,3.9421408451,178135,0.0,1.0
146,2019-12-03T00:00:00.000Z,4.0,4.02,3.84,3.93,264813,3.7633802817,3.7821971831,3.6128450704,3.6975211268,264813,0.0,1.0
147,2019-12-04T00:00:00.000Z,3.98,4.045,3.93,4.02,127793,3.7445633803,3.8057183099,3.6975211268,3.7821971831,127793,0.0,1.0
148,2019-12-05T00:00:00.000Z,3.93,4.06,3.86,3.99,164814,3.6975211268,3.8198309859,3.6316619718,3.753971831,164814,0.0,1.0
149,2019-12-06T00:00:00.000Z,4.06,4.07,3.92,3.97,156669,3.8198309859,3.8292394366,3.6881126761,3.7351549296,156669,0.0,1.0
150,2019-12-09T00:00:00.000Z,3.99,4.06,3.93,4.0,166167,3.753971831,3.8198309859,3.6975211268,3.7633802817,166167,0.0,1.0
151,2019-12-10T00:00:00.000Z,4.0,4.01,3.9,3.95,143084,3.7633802817,3.7727887324,3.6692957746,3.7163380282,143084,0.0,1.0
152,2019-12-11T00:00:00.000Z,4.15,4.16,3.96,4.0,229274,3.9045070423,3.913915493,3.7257464789,3.7633802817,229274,0.0,1.0
153,2019-12-12T00:00:00.000Z,4.16,4.19,4.06,4.14,196570,3.913915493,3.9421408451,3.8198309859,3.8950985915,196570,0.0,1.0
154,2019-12-13T00:00:00.000Z,4.05,4.16,4.01,4.13,123878,3.8104225352,3.913915493,3.7727887324,3.8856901408,123878,0.0,1.0
155,2019-12-16T00:00:00.000Z,4.0,4.07,3.95,4.01,205794,3.7633802817,3.8292394366,3.7163380282,3.7727887324,205794,0.0,1.0
156,2019-12-17T00:00:00.000Z,4.09,4.1,3.94,3.99,291371,3.848056338,3.8574647887,3.7069295775,3.753971831,291371,0.0,1.0
157,2019-12-18T00:00:00.000Z,4.07,4.23,4.05,4.1,273737,3.8292394366,3.9797746479,3.8104225352,3.8574647887,273737,0.0,1.0
158,2019-12-19T00:00:00.000Z,4.13,4.14,4.025,4.09,125433,3.8856901408,3.8950985915,3.7869014085,3.848056338,125433,0.0,1.0
159,2019-12-20T00:00:00.000Z,4.17,4.17,4.08,4.14,351319,3.9233239437,3.9233239437,3.8386478873,3.8950985915,351319,0.0,1.0
160,2019-12-23T00:00:00.000Z,4.37,4.43,4.11,4.18,238838,4.1114929577,4.167943662,3.8668732394,3.9327323944,238838,0.0,1.0
161,2019-12-24T00:00:00.000Z,4.53,4.63,4.37,4.37,183134,4.262028169,4.3561126761,4.1114929577,4.1114929577,183134,0.0,1.0
162,2019-12-26T00:00:00.000Z,4.53,4.65,4.48,4.52,162841,4.262028169,4.3749295775,4.2149859155,4.2526197183,162841,0.0,1.0
163,2019-12-27T00:00:00.000Z,4.32,4.55,4.29,4.52,195970,4.0644507042,4.2808450704,4.0362253521,4.2526197183,195970,0.0,1.0
164,2019-12-30T00:00:00.000Z,4.23,4.336,4.16,4.27,159711,3.9797746479,4.0795042254,3.913915493,4.0174084507,159711,0.0,1.0
165,2019-12-31T00:00:00.000Z,4.22,4.255,4.145,4.16,232466,3.9703661972,4.0032957746,3.8998028169,3.913915493,232466,0.0,1.0
166,2020-01-02T00:00:00.000Z,4.27,4.37,4.17,4.29,142791,4.0174084507,4.1114929577,3.9233239437,4.0362253521,142791,0.0,1.0
167,2020-01-03T00:00:00.000Z,4.28,4.32,4.18,4.22,141542,4.0268169014,4.0644507042,3.9327323944,3.9703661972,141542,0.0,1.0
168,2020-01-06T00:00:00.000Z,4.45,4.46,4.2,4.23,118495,4.1867605634,4.1961690141,3.9515492958,3.9797746479,118495,0.0,1.0
169,2020-01-07T00:00:00.000Z,4.39,4.45,4.31,4.44,104453,4.1303098592,4.1867605634,4.0550422535,4.1773521127,104453,0.0,1.0
170,2020-01-08T00:00:00.000Z,4.34,4.45,4.33,4.36,213375,4.0832676056,4.1867605634,4.0738591549,4.102084507,213375,0.0,1.0
171,2020-01-09T00:00:00.000Z,4.12,4.35,4.11,4.35,196009,3.8762816901,4.0926760563,3.8668732394,4.0926760563,196009,0.0,1.0
172,2020-01-10T00:00:00.000Z,4.04,4.16,3.95,4.16,383171,3.8010140845,3.913915493,3.7163380282,3.913915493,383171,0.0,1.0
173,2020-01-13T00:00:00.000Z,4.11,4.13,3.9884,4.05,223623,3.8668732394,3.8856901408,3.7524664789,3.8104225352,223623,0.0,1.0
174,2020-01-14T00:00:00.000Z,4.31,4.4,4.05,4.12,452611,4.0550422535,4.1397183099,3.8104225352,3.8762816901,452611,0.0,1.0
175,2020-01-15T00:00:00.000Z,4.76,4.79,4.2963,4.35,354584,4.4784225352,4.5066478873,4.0421526761,4.0926760563,354584,0.0,1.0
176,2020-01-16T00:00:00.000Z,4.58,4.79,4.47,4.79,373050,4.3090704225,4.5066478873,4.2055774648,4.5066478873,373050,0.0,1.0
177,2020-01-17T00:00:00.000Z,4.55,4.65,4.51,4.64,206608,4.2808450704,4.3749295775,4.2432112676,4.3655211268,206608,0.0,1.0
178,2020-01-21T00:00:00.000Z,4.48,4.57,4.37,4.57,181737,4.2149859155,4.2996619718,4.1114929577,4.2996619718,181737,0.0,1.0
179,2020-01-22T00:00:00.000Z,4.47,4.53,4.44,4.52,99039,4.2055774648,4.262028169,4.1773521127,4.2526197183,99039,0.0,1.0
180,2020-01-23T00:00:00.000Z,4.56,4.59,4.34,4.47,206900,4.2902535211,4.3184788732,4.0832676056,4.2055774648,206900,0.0,1.0
